2.5826362249872066e+00 3.0192962735706939e+00
2.7487747467362915e+00 3.0079525277861148e+00
2.6670852067952944e+00 3.0421983094079388e+00
2.5449446684343915e+00 2.9948832419563032e+00
2.8652473370761524e+00 3.0288777786377468e+00
2.4000700067743241e+00 3.0325344890495418e+00
2.7049004867172881e+00 2.9844484101376585e+00
2.8376506526097027e+00 3.0596518720312527e+00
2.3844699619818979e+00 3.0051057542786310e+00
2.9257462458398140e+00 3.0027254471577400e+00
2.4380101671992378e+00 3.0573924762274909e+00
2.5501482680521077e+00 2.9714863124944872e+00
3.0553725981782325e+00 3.0370937288511630e+00
2.2219825953987655e+00 3.0209793878643372e+00
2.8437521095659912e+00 2.9782943796867487e+00
2.6010183059787493e+00 3.0784547695164806e+00
2.3733287907263243e+00 2.9811202861474015e+00
3.0897235343955680e+00 3.0104174393130032e+00
2.1726855253391131e+00 3.0514313801333168e+00
2.6807533124003586e+00 2.9589686518794713e+00
3.1278122145508958e+00 3.0617118676803314e+00
2.2128472185940398e+00 2.9931250181729125e+00
3.0015729342307300e+00 2.9807214354643614e+00
2.1746712191217630e+00 3.0791674700293803e+00
2.4291163615955802e+00 2.9596079329158638e+00
3.2589222974979739e+00 3.0273440975941530e+00
2.0332126843270855e+00 3.0324532924316232e+00
2.8154578891116988e+00 2.9545258956562934e+00
2.9828553089955405e+00 3.0876996522781397e+00
2.2404178428058934e+00 2.9678434505381279e+00
3.1780751665165448e+00 2.9919973627049261e+00
1.9010170192069755e+00 3.0621696410775439e+00
2.5754491320459558e+00 2.9448323522841706e+00
3.3707029459719302e+00 3.0506189952560598e+00
2.0686611253576697e+00 3.0027319894788844e+00
2.9640165760421464e+00 2.9573152861987131e+00
2.3228426338435613e+00 3.1017358650068165e+00
2.3177179640787990e+00 2.9471210612473926e+00
3.3423462215199269e+00 3.0070253658530870e+00
1.7972963159614186e+00 3.0388818336993895e+00
2.7278395219232516e+00 2.9347637450933046e+00
3.3997066667761930e+00 3.0807658610000468e+00
2.1033170173108457e+00 2.9702365181076580e+00
3.1316940656622703e+00 2.9688213569613744e+00
1.7390616794601967e+00 3.0858012618064246e+00
2.4691918886262765e+00 2.9353735538470911e+00
3.5053172033696200e+00 3.0303032381418844e+00
1.8986015360616806e+00 3.0132916225716220e+00
2.8942316548835425e+00 2.9357613243828071e+00
2.9777342547781998e+00 3.1111492603891255e+00
2.1907972098837813e+00 2.9425222814088219e+00
3.3319779420712758e+00 2.9826088676863911e+00
1.5955266720895951e+00 3.0571533790021941e+00
2.6282791938948469e+00 2.9225645223871615e+00
3.6325711887312422e+00 3.0619455018841930e+00
1.9802644756817194e+00 2.9820860655312069e+00
3.0706169303562216e+00 2.9451235977031018e+00
1.6573472507435307e+00 3.1101753467143554e+00
2.3645632420788365e+00 2.9246664075709417e+00
3.5251030578861582e+00 3.0057351294777153e+00
1.6841778133211873e+00 3.0189250765028608e+00
2.8035544869492033e+00 2.9185833224501279e+00
3.6707456443617583e+00 3.0991122836510874e+00
2.0649525098889723e+00 2.9471346819542146e+00
3.2534301206673311e+00 2.9602133958567669e+00
1.3746375811766161e+00 3.0782750585602621e+00
2.5235098051763609e+00 2.9132475183084026e+00
